,Race,Gender,Year,JobType
79105,White,Men,2015,Unskilled
36431,White,Women,2007,Semi-Skilled
696,White,Men,2007,Skilled
35590,White,Women,2007,Semi-Skilled
46551,Minority,Men,2015,Unskilled
37291,Minority,Men,2015,Unskilled
59054,White,Men,2007,Semi-Skilled
25906,Minority,Men,2007,Semi-Skilled
14618,White,Women,2015,Skilled
71523,White,Women,2015,Unskilled
46685,White,Women,2015,Semi-Skilled
40441,White,Women,2007,Semi-Skilled
67951,White,Men,2007,Unskilled
14332,White,Women,2015,Skilled
38674,White,Women,2007,Semi-Skilled
53493,White,Men,2015,Unskilled
5404,Minority,Men,2015,Skilled
15540,Minority,Women,2007,Semi-Skilled
19671,White,Men,2015,Skilled
48578,White,Men,2007,Unskilled
39826,White,Women,2007,Semi-Skilled
31832,Minority,Women,2015,Semi-Skilled
24320,Minority,Men,2007,Semi-Skilled
13743,White,Women,2015,Skilled
64886,White,Men,2015,Semi-Skilled
9404,White,Men,2015,Skilled
4949,White,Men,2007,Skilled
18152,Minority,Women,2015,Semi-Skilled
2691,White,Men,2007,Skilled
47690,Minority,Men,2015,Unskilled
50939,White,Men,2007,Unskilled
40638,Minority,Men,2007,Unskilled
2683,White,Men,2007,Skilled
9683,Minority,Men,2015,Semi-Skilled
42123,White,Men,2015,Semi-Skilled
31620,Minority,Women,2015,Semi-Skilled
50357,White,Men,2007,Unskilled
30493,Minority,Men,2015,Semi-Skilled
21575,Minority,Men,2007,Unskilled
17600,White,Women,2007,Skilled
47524,White,Women,2015,Semi-Skilled
48217,Minority,Men,2015,Unskilled
50421,White,Men,2007,Unskilled
52522,White,Men,2015,Unskilled
52472,White,Men,2015,Unskilled
61939,White,Men,2015,Semi-Skilled
28764,White,Men,2015,Semi-Skilled
59053,White,Men,2007,Semi-Skilled
44771,Minority,Women,2007,Unskilled
48643,Minority,Women,2015,Unskilled
51664,White,Women,2007,Unskilled
30570,Minority,Men,2015,Semi-Skilled
58525,White,Men,2007,Semi-Skilled
47823,Minority,Men,2015,Unskilled
4755,White,Men,2007,Skilled
46111,Minority,Men,2015,Unskilled
60793,White,Women,2007,Semi-Skilled
73120,White,Men,2007,Unskilled
68475,White,Women,2007,Unskilled
75301,White,Women,2007,Unskilled
34822,Minority,Women,2007,Unskilled
73935,White,Men,2007,Unskilled
52292,Minority,Women,2015,Unskilled
3099,White,Men,2007,Skilled
49730,White,Men,2007,Unskilled
23315,White,Men,2007,Semi-Skilled
14128,White,Women,2015,Skilled
53007,White,Men,2015,Unskilled
21952,White,Men,2007,Semi-Skilled
40631,Minority,Men,2007,Unskilled
10970,Minority,Men,2015,Semi-Skilled
10631,White,Men,2015,Skilled
19926,White,Women,2015,Skilled
47795,White,Women,2015,Semi-Skilled
40276,White,Women,2007,Semi-Skilled
12441,Minority,Women,2015,Semi-Skilled
24135,Minority,Men,2015,Unskilled
22604,White,Men,2007,Semi-Skilled
35477,White,Women,2007,Semi-Skilled
10201,Minority,Men,2015,Semi-Skilled
38247,White,Women,2007,Semi-Skilled
55134,White,Women,2015,Unskilled
34399,White,Men,2007,Semi-Skilled
76513,White,Women,2007,Unskilled
27427,Minority,Women,2007,Semi-Skilled
53029,White,Men,2015,Unskilled
20468,Minority,Women,2015,Semi-Skilled
49098,White,Men,2007,Unskilled
7956,White,Women,2007,Skilled
80735,White,Women,2015,Unskilled
44179,Minority,Women,2007,Unskilled
32377,Minority,Men,2007,Unskilled
33698,White,Women,2015,Semi-Skilled
32650,Minority,Men,2007,Unskilled
45372,White,Women,2015,Semi-Skilled
36538,Minority,Men,2015,Unskilled
34488,White,Men,2007,Semi-Skilled
78809,White,Men,2015,Unskilled
4433,Minority,Women,2007,Skilled
79807,White,Men,2015,Unskilled
27239,Minority,Women,2007,Semi-Skilled
37740,White,Women,2007,Semi-Skilled
24995,White,Women,2007,Semi-Skilled
2042,Minority,Men,2015,Skilled
11921,Minority,Women,2015,Semi-Skilled
79412,White,Men,2015,Unskilled
6395,White,Women,2007,Skilled
50789,Minority,Women,2015,Unskilled
11521,White,Men,2015,Skilled
10612,White,Men,2015,Skilled
39915,White,Women,2007,Semi-Skilled
6778,White,Women,2007,Skilled
42501,White,Men,2015,Semi-Skilled
39537,White,Women,2007,Semi-Skilled
50745,Minority,Women,2015,Unskilled
55457,White,Men,2007,Semi-Skilled
23649,White,Men,2007,Semi-Skilled
61126,White,Men,2015,Semi-Skilled
20975,Minority,Women,2015,Semi-Skilled
35613,Minority,Women,2007,Unskilled
27709,Minority,Women,2007,Semi-Skilled
18198,Minority,Women,2015,Semi-Skilled
24394,Minority,Men,2007,Semi-Skilled
46808,Minority,Men,2015,Unskilled
29861,Minority,Men,2015,Semi-Skilled
19845,White,Women,2015,Skilled
22009,White,Men,2007,Semi-Skilled
2654,White,Men,2007,Skilled
38051,White,Women,2007,Semi-Skilled
65994,White,Women,2015,Semi-Skilled
6241,Minority,Women,2015,Skilled
5145,White,Men,2007,Skilled
21478,White,Men,2007,Semi-Skilled
4659,Minority,Women,2007,Skilled
69273,White,Women,2007,Unskilled
26593,White,Women,2007,Semi-Skilled
48303,Minority,Men,2015,Unskilled
40669,White,Women,2007,Semi-Skilled
14971,White,Men,2007,Skilled
59023,White,Men,2007,Semi-Skilled
67548,White,Men,2007,Unskilled
22151,Minority,Men,2007,Unskilled
66145,White,Men,2007,Unskilled
55558,White,Men,2007,Semi-Skilled
19787,White,Women,2015,Skilled
64768,White,Men,2015,Semi-Skilled
7397,White,Women,2007,Skilled
209,White,Men,2007,Skilled
42123,Minority,Men,2007,Unskilled
82242,White,Women,2015,Unskilled
17402,White,Women,2007,Skilled
71519,White,Women,2015,Unskilled
47322,Minority,Men,2015,Unskilled
1004,Minority,Men,2007,Skilled
15740,Minority,Women,2007,Semi-Skilled
13908,White,Women,2015,Skilled
46422,Minority,Men,2015,Unskilled
56142,White,Men,2007,Semi-Skilled
46289,Minority,Men,2015,Unskilled
57260,White,Men,2007,Semi-Skilled
34394,White,Men,2007,Semi-Skilled
39819,Minority,Men,2007,Unskilled
61520,White,Men,2015,Semi-Skilled
10444,Minority,Men,2015,Semi-Skilled
2827,Minority,Men,2015,Skilled
36697,White,Women,2007,Semi-Skilled
77032,White,Women,2007,Unskilled
16629,White,Women,2007,Skilled
50713,White,Men,2007,Unskilled
64795,White,Men,2015,Semi-Skilled
74363,White,Men,2007,Unskilled
31636,Minority,Women,2015,Semi-Skilled
19567,Minority,Women,2015,Semi-Skilled
7979,White,Women,2007,Skilled
66016,White,Women,2015,Semi-Skilled
38777,White,Women,2007,Semi-Skilled
29955,Minority,Men,2015,Semi-Skilled
5392,Minority,Men,2015,Skilled
71503,White,Women,2015,Unskilled
33639,Minority,Men,2007,Unskilled
26867,Minority,Men,2007,Semi-Skilled
25547,Minority,Men,2007,Semi-Skilled
1610,Minority,Women,2007,Skilled
33100,Minority,Men,2007,Unskilled
13752,Minority,Men,2007,Semi-Skilled
27031,White,Women,2007,Semi-Skilled
13418,White,Women,2015,Skilled
5283,Minority,Men,2015,Skilled
51595,Minority,Women,2015,Unskilled
82547,White,Women,2015,Unskilled
54680,White,Men,2015,Unskilled
67381,White,Men,2007,Unskilled
25910,White,Women,2007,Semi-Skilled
24609,White,Women,2007,Semi-Skilled
19149,White,Men,2015,Skilled
65501,White,Women,2015,Semi-Skilled
47855,Minority,Men,2015,Unskilled
1595,Minority,Women,2007,Skilled
66439,White,Men,2007,Unskilled
14228,White,Women,2015,Skilled
22186,White,Men,2007,Semi-Skilled
37767,Minority,Men,2015,Unskilled
12384,White,Women,2015,Skilled
16684,White,Women,2007,Skilled
65911,White,Women,2015,Semi-Skilled
48828,White,Men,2007,Unskilled
20821,White,Women,2015,Skilled
12116,Minority,Women,2015,Semi-Skilled
68446,White,Women,2007,Unskilled
80266,White,Men,2015,Unskilled
14044,Minority,Women,2007,Semi-Skilled
6004,Minority,Women,2015,Skilled
12232,Minority,Women,2015,Semi-Skilled
52814,White,Men,2015,Unskilled
74440,White,Men,2007,Unskilled
46276,White,Women,2015,Semi-Skilled
36986,Minority,Men,2015,Unskilled
78012,White,Women,2007,Unskilled
79587,White,Men,2015,Unskilled
18399,Minority,Women,2015,Semi-Skilled
68407,White,Women,2007,Unskilled
1526,Minority,Women,2007,Skilled
32476,Minority,Men,2007,Unskilled
45958,Minority,Men,2015,Unskilled
2046,White,Men,2015,Skilled
41492,Minority,Men,2007,Unskilled
52353,Minority,Women,2015,Unskilled
82732,White,Women,2015,Unskilled
42910,Minority,Women,2007,Unskilled
1308,White,Men,2015,Skilled
82057,White,Women,2015,Unskilled
51291,White,Men,2007,Unskilled
21762,Minority,Men,2007,Unskilled
74729,White,Women,2007,Unskilled
16243,Minority,Women,2007,Semi-Skilled
50963,Minority,Women,2015,Unskilled
18719,White,Men,2015,Skilled
78191,White,Women,2007,Unskilled
29471,White,Men,2015,Semi-Skilled
53081,White,Men,2015,Unskilled
57535,White,Men,2007,Semi-Skilled
13376,White,Women,2015,Skilled
13097,Minority,Women,2015,Semi-Skilled
37319,Minority,Men,2015,Unskilled
9736,White,Men,2015,Skilled
28070,White,Men,2015,Semi-Skilled
47961,White,Women,2015,Semi-Skilled
1220,White,Women,2007,Skilled
22322,Minority,Men,2007,Unskilled
22023,White,Men,2007,Semi-Skilled
64668,White,Men,2015,Semi-Skilled
17130,White,Women,2007,Skilled
8806,White,Men,2015,Skilled
22804,White,Men,2007,Semi-Skilled
6757,Minority,Men,2007,Semi-Skilled
60807,White,Women,2007,Semi-Skilled
31253,Minority,Women,2015,Semi-Skilled
4901,White,Men,2007,Skilled
67152,White,Men,2007,Unskilled
22998,Minority,Men,2015,Unskilled
47825,White,Women,2015,Semi-Skilled
76533,White,Women,2007,Unskilled
79578,White,Men,2015,Unskilled
84000,White,Women,2015,Unskilled
25040,White,Women,2007,Semi-Skilled
76370,White,Women,2007,Unskilled
53584,White,Men,2015,Unskilled
27848,White,Women,2007,Semi-Skilled
49061,Minority,Women,2015,Unskilled
79179,White,Men,2015,Unskilled
48434,Minority,Men,2015,Unskilled
24821,Minority,Men,2007,Semi-Skilled
23210,Minority,Men,2015,Unskilled
34411,White,Men,2007,Semi-Skilled
27597,Minority,Women,2007,Semi-Skilled
73434,White,Men,2007,Unskilled
61169,White,Men,2015,Semi-Skilled
64714,White,Men,2015,Semi-Skilled
34804,White,Men,2007,Semi-Skilled
66663,White,Men,2007,Unskilled
46128,Minority,Men,2015,Unskilled
2922,White,Men,2007,Skilled
34622,Minority,Women,2007,Unskilled
76242,White,Women,2007,Unskilled
28456,Minority,Men,2015,Semi-Skilled
68629,White,Women,2007,Unskilled
40731,White,Women,2007,Semi-Skilled
17478,White,Women,2007,Skilled
10722,Minority,Men,2015,Semi-Skilled
68058,White,Men,2007,Unskilled
11437,Minority,Women,2015,Semi-Skilled
11398,White,Men,2015,Skilled
33467,Minority,Men,2007,Unskilled
37256,Minority,Men,2015,Unskilled
724,Minority,Men,2007,Skilled
19140,Minority,Women,2015,Semi-Skilled
29260,White,Men,2015,Semi-Skilled
34610,Minority,Women,2007,Unskilled
31679,White,Women,2015,Semi-Skilled
63413,White,Men,2015,Semi-Skilled
42051,Minority,Men,2007,Unskilled
15707,White,Men,2007,Skilled
1507,Minority,Women,2007,Skilled
52074,White,Men,2015,Unskilled
66239,White,Men,2007,Unskilled
50222,Minority,Women,2015,Unskilled
32681,Minority,Men,2007,Unskilled
56163,White,Men,2007,Semi-Skilled
17233,White,Women,2007,Skilled
72670,White,Men,2007,Unskilled
66609,White,Men,2007,Unskilled
64806,White,Men,2015,Semi-Skilled
63388,White,Men,2015,Semi-Skilled
65285,White,Women,2015,Semi-Skilled
44297,Minority,Women,2007,Unskilled
78978,White,Men,2015,Unskilled
59527,White,Men,2007,Semi-Skilled
48533,Minority,Women,2015,Unskilled
22257,Minority,Men,2007,Unskilled
4213,White,Men,2007,Skilled
21966,Minority,Men,2007,Unskilled
59880,White,Women,2007,Semi-Skilled
71906,White,Women,2015,Unskilled
43218,White,Women,2015,Semi-Skilled
65062,White,Women,2015,Semi-Skilled
79119,White,Men,2015,Unskilled
52489,Minority,Women,2015,Unskilled
53276,White,Men,2015,Unskilled
7607,White,Women,2007,Skilled
3700,Minority,Women,2015,Skilled
21162,Minority,Men,2007,Unskilled
43715,Minority,Women,2007,Unskilled
29370,Minority,Men,2015,Semi-Skilled
10436,White,Men,2015,Skilled
47918,Minority,Men,2015,Unskilled
68755,White,Women,2007,Unskilled
76920,White,Women,2007,Unskilled
4094,White,Men,2007,Skilled
8883,Minority,Women,2007,Semi-Skilled
7453,Minority,Men,2007,Semi-Skilled
8416,Minority,Women,2007,Semi-Skilled
46199,White,Women,2015,Semi-Skilled
6675,Minority,Women,2015,Skilled
58590,White,Men,2007,Semi-Skilled
52043,White,Men,2015,Unskilled
26767,White,Women,2007,Semi-Skilled
5496,Minority,Men,2015,Skilled
36926,White,Women,2007,Semi-Skilled
11999,Minority,Women,2015,Semi-Skilled
52145,Minority,Women,2015,Unskilled
21631,Minority,Men,2007,Unskilled
38238,White,Women,2007,Semi-Skilled
30106,White,Men,2015,Semi-Skilled
31884,White,Women,2015,Semi-Skilled
28276,Minority,Men,2015,Semi-Skilled
29681,White,Men,2015,Semi-Skilled
84344,White,Women,2015,Unskilled
52334,White,Men,2015,Unskilled
32496,Minority,Men,2007,Unskilled
46899,Minority,Men,2015,Unskilled
74301,White,Men,2007,Unskilled
43730,White,Women,2015,Semi-Skilled
76946,White,Women,2007,Unskilled
52383,Minority,Women,2015,Unskilled
76795,White,Women,2007,Unskilled
15329,White,Men,2007,Skilled
30072,White,Men,2015,Semi-Skilled
36704,Minority,Men,2015,Unskilled
17196,Minority,Men,2015,Semi-Skilled
1695,Minority,Women,2007,Skilled
57426,White,Men,2007,Semi-Skilled
9480,Minority,Women,2007,Semi-Skilled
40913,White,Women,2007,Semi-Skilled
2168,Minority,Men,2015,Skilled
4211,White,Men,2007,Skilled
48036,White,Men,2007,Unskilled
18104,White,Men,2015,Skilled
3224,Minority,Women,2015,Skilled
27121,White,Women,2007,Semi-Skilled
56164,White,Men,2007,Semi-Skilled
22415,Minority,Men,2007,Unskilled
11397,Minority,Women,2015,Semi-Skilled
52863,White,Men,2015,Unskilled
30007,White,Men,2015,Semi-Skilled
84340,White,Women,2015,Unskilled
14537,White,Women,2015,Skilled
48455,Minority,Men,2015,Unskilled
32552,Minority,Men,2007,Unskilled
68856,White,Women,2007,Unskilled
56638,White,Men,2007,Semi-Skilled
4824,Minority,Women,2007,Skilled
27052,Minority,Women,2007,Semi-Skilled
4764,Minority,Women,2007,Skilled
75555,White,Women,2007,Unskilled
11817,Minority,Women,2015,Semi-Skilled
35190,Minority,Women,2007,Unskilled
76826,White,Women,2007,Unskilled
16487,White,Women,2007,Skilled
77572,White,Women,2007,Unskilled
2470,White,Women,2015,Skilled
59231,White,Men,2007,Semi-Skilled
26423,Minority,Men,2007,Semi-Skilled
65093,White,Women,2015,Semi-Skilled
33026,White,Women,2015,Semi-Skilled
45134,Minority,Women,2007,Unskilled
15663,White,Men,2007,Skilled
75727,White,Women,2007,Unskilled
22932,White,Men,2007,Semi-Skilled
38260,White,Women,2007,Semi-Skilled
51914,White,Women,2007,Unskilled
69,Minority,Men,2007,Skilled
74417,White,Men,2007,Unskilled
3785,Minority,Men,2007,Skilled
23293,White,Men,2007,Semi-Skilled
4408,White,Men,2007,Skilled
33187,White,Women,2015,Semi-Skilled
42862,Minority,Women,2007,Unskilled
76534,White,Women,2007,Unskilled
42095,White,Men,2015,Semi-Skilled
40270,Minority,Men,2007,Unskilled
49949,Minority,Women,2015,Unskilled
41996,Minority,Men,2007,Unskilled
78079,White,Women,2007,Unskilled
22890,White,Men,2007,Semi-Skilled
10599,Minority,Men,2015,Semi-Skilled
5151,Minority,Men,2015,Skilled
18,Minority,Men,2007,Skilled
42375,Minority,Women,2007,Unskilled
33257,White,Women,2015,Semi-Skilled
69852,White,Men,2015,Unskilled
33125,White,Women,2015,Semi-Skilled
4859,White,Men,2007,Skilled
40708,White,Women,2007,Semi-Skilled
75912,White,Women,2007,Unskilled
4022,White,Men,2007,Skilled
19715,Minority,Women,2015,Semi-Skilled
28107,White,Men,2015,Semi-Skilled
31995,Minority,Men,2007,Unskilled
32053,Minority,Men,2007,Unskilled
39591,White,Women,2007,Semi-Skilled
13217,Minority,Men,2007,Semi-Skilled
11597,White,Men,2015,Skilled
25267,White,Women,2007,Semi-Skilled
1471,Minority,Women,2007,Skilled
40611,Minority,Men,2007,Unskilled
54190,White,Men,2015,Unskilled
20492,Minority,Women,2015,Semi-Skilled
39332,White,Women,2007,Semi-Skilled
67602,White,Men,2007,Unskilled
30389,Minority,Men,2015,Semi-Skilled
44498,Minority,Women,2007,Unskilled
49806,White,Men,2007,Unskilled
25855,Minority,Men,2007,Semi-Skilled
79650,White,Men,2015,Unskilled
15341,White,Men,2007,Skilled
78776,White,Men,2015,Unskilled
27656,White,Women,2007,Semi-Skilled
49225,Minority,Women,2015,Unskilled
29843,White,Men,2015,Semi-Skilled
60822,White,Women,2007,Semi-Skilled
42026,Minority,Men,2007,Unskilled
49775,Minority,Women,2015,Unskilled
54668,White,Men,2015,Unskilled
27162,White,Women,2007,Semi-Skilled
52521,Minority,Women,2015,Unskilled
81813,White,Women,2015,Unskilled
15482,White,Men,2007,Skilled
32521,White,Women,2015,Semi-Skilled
47424,White,Women,2015,Semi-Skilled
76769,White,Women,2007,Unskilled
32674,White,Women,2015,Semi-Skilled
73226,White,Men,2007,Unskilled
27097,White,Women,2007,Semi-Skilled
78204,White,Women,2007,Unskilled
55904,White,Men,2007,Semi-Skilled
76896,White,Women,2007,Unskilled
43919,White,Women,2015,Semi-Skilled
43903,White,Women,2015,Semi-Skilled
44438,White,Women,2015,Semi-Skilled
54022,White,Men,2015,Unskilled
45365,White,Women,2015,Semi-Skilled
35718,Minority,Women,2007,Unskilled
362,White,Men,2007,Skilled
7648,Minority,Men,2007,Semi-Skilled
6634,Minority,Women,2015,Skilled
6652,White,Women,2007,Skilled
60341,White,Women,2007,Semi-Skilled
17622,White,Women,2007,Skilled
37380,White,Women,2007,Semi-Skilled
45228,White,Women,2015,Semi-Skilled
2497,Minority,Men,2015,Skilled
14689,Minority,Women,2007,Semi-Skilled
37915,Minority,Men,2015,Unskilled
24109,Minority,Men,2015,Unskilled
17929,White,Women,2007,Skilled
77275,White,Women,2007,Unskilled
22550,Minority,Men,2007,Unskilled
19394,White,Men,2015,Skilled
18908,Minority,Women,2015,Semi-Skilled
20684,Minority,Women,2015,Semi-Skilled
49437,Minority,Women,2015,Unskilled
9676,Minority,Women,2007,Semi-Skilled
40784,White,Women,2007,Semi-Skilled
10883,Minority,Men,2015,Semi-Skilled
83662,White,Women,2015,Unskilled
19721,Minority,Women,2015,Semi-Skilled
73692,White,Men,2007,Unskilled
51149,White,Men,2007,Unskilled
24566,White,Women,2007,Semi-Skilled
565,Minority,Men,2007,Skilled
38128,Minority,Men,2015,Unskilled
10496,White,Men,2015,Skilled
43266,White,Women,2015,Semi-Skilled
35013,White,Men,2007,Semi-Skilled
22805,Minority,Men,2015,Unskilled
39641,Minority,Men,2007,Unskilled
45688,Minority,Men,2015,Unskilled
83547,White,Women,2015,Unskilled
17101,Minority,Men,2015,Semi-Skilled
34981,Minority,Women,2007,Unskilled
24356,Minority,Men,2007,Semi-Skilled
24328,White,Men,2007,Semi-Skilled
7487,Minority,Men,2007,Semi-Skilled
35521,White,Women,2007,Semi-Skilled
3101,White,Men,2007,Skilled
53038,White,Men,2015,Unskilled
25236,White,Women,2007,Semi-Skilled
2405,Minority,Men,2015,Skilled
40670,White,Women,2007,Semi-Skilled
16106,White,Men,2007,Skilled
67245,White,Men,2007,Unskilled
47042,Minority,Men,2015,Unskilled
25735,White,Women,2007,Semi-Skilled
24196,Minority,Women,2015,Unskilled
8506,Minority,Women,2007,Semi-Skilled
191,Minority,Men,2015,Skilled
37065,White,Women,2007,Semi-Skilled
52547,Minority,Women,2015,Unskilled
41062,Minority,Men,2007,Unskilled
69907,White,Men,2015,Unskilled
39791,Minority,Men,2007,Unskilled
17111,White,Women,2007,Skilled
17228,Minority,Men,2015,Semi-Skilled
1684,White,Men,2015,Skilled
41263,Minority,Men,2007,Unskilled
26329,Minority,Men,2007,Semi-Skilled
31018,White,Women,2015,Semi-Skilled
67194,White,Men,2007,Unskilled
76867,White,Women,2007,Unskilled
40695,White,Women,2007,Semi-Skilled
30192,White,Men,2015,Semi-Skilled
29710,Minority,Men,2015,Semi-Skilled
45784,White,Women,2015,Semi-Skilled
10346,White,Men,2015,Skilled
46265,Minority,Men,2015,Unskilled
47998,White,Men,2007,Unskilled
43584,White,Women,2015,Semi-Skilled
31806,Minority,Women,2015,Semi-Skilled
55914,White,Men,2007,Semi-Skilled
77182,White,Women,2007,Unskilled
14408,Minority,Women,2007,Semi-Skilled
16036,Minority,Women,2007,Semi-Skilled
33992,Minority,Men,2007,Unskilled
38627,Minority,Women,2015,Unskilled
54217,White,Men,2015,Unskilled
67384,White,Men,2007,Unskilled
49729,White,Men,2007,Unskilled
25178,Minority,Men,2007,Semi-Skilled
28905,White,Men,2015,Semi-Skilled
37626,White,Women,2007,Semi-Skilled
36362,Minority,Men,2015,Unskilled
50645,Minority,Women,2015,Unskilled
33624,White,Women,2015,Semi-Skilled
35461,Minority,Women,2007,Unskilled
54568,White,Men,2015,Unskilled
42130,White,Men,2015,Semi-Skilled
56618,White,Men,2007,Semi-Skilled
32714,White,Women,2015,Semi-Skilled
22065,White,Men,2007,Semi-Skilled
37099,Minority,Men,2015,Unskilled
11508,White,Men,2015,Skilled
28965,Minority,Men,2015,Semi-Skilled
25657,Minority,Men,2007,Semi-Skilled
18701,White,Men,2015,Skilled
29855,Minority,Men,2015,Semi-Skilled
54320,White,Men,2015,Unskilled
10814,Minority,Men,2015,Semi-Skilled
50599,White,Men,2007,Unskilled
68812,White,Women,2007,Unskilled
4476,Minority,Women,2007,Skilled
547,White,Men,2007,Skilled
36749,White,Women,2007,Semi-Skilled
43735,Minority,Women,2007,Unskilled
42153,Minority,Men,2007,Unskilled
1439,White,Men,2015,Skilled
31266,White,Women,2015,Semi-Skilled
83505,White,Women,2015,Unskilled
2712,Minority,Men,2015,Skilled
78483,White,Men,2015,Unskilled
16293,Minority,Women,2007,Semi-Skilled
31582,White,Women,2015,Semi-Skilled
60998,White,Men,2015,Semi-Skilled
58035,White,Men,2007,Semi-Skilled
31055,Minority,Women,2015,Semi-Skilled
74648,White,Women,2007,Unskilled
4280,Minority,Men,2007,Skilled
4150,White,Men,2007,Skilled
57194,White,Men,2007,Semi-Skilled
29285,Minority,Men,2015,Semi-Skilled
19218,White,Men,2015,Skilled
7515,White,Women,2007,Skilled
65391,White,Women,2015,Semi-Skilled
13085,White,Women,2015,Skilled
29707,White,Men,2015,Semi-Skilled
2258,White,Women,2015,Skilled
7187,White,Women,2007,Skilled
43898,White,Women,2015,Semi-Skilled
60941,White,Women,2007,Semi-Skilled
40730,Minority,Men,2007,Unskilled
16922,White,Women,2007,Skilled
13634,White,Women,2015,Skilled
18547,Minority,Women,2015,Semi-Skilled
12929,Minority,Women,2015,Semi-Skilled
79409,White,Men,2015,Unskilled
23861,Minority,Men,2015,Unskilled
56974,White,Men,2007,Semi-Skilled
59372,White,Men,2007,Semi-Skilled
15932,White,Men,2007,Skilled
79537,White,Men,2015,Unskilled
8313,Minority,Women,2007,Semi-Skilled
11120,White,Men,2015,Skilled
27406,Minority,Women,2007,Semi-Skilled
1385,Minority,Women,2007,Skilled
7274,White,Women,2007,Skilled
39586,White,Women,2007,Semi-Skilled
64836,White,Men,2015,Semi-Skilled
76796,White,Women,2007,Unskilled
20106,White,Women,2015,Skilled
10640,Minority,Men,2015,Semi-Skilled
16736,White,Women,2007,Skilled
25624,Minority,Men,2007,Semi-Skilled
14606,Minority,Women,2007,Semi-Skilled
60495,White,Women,2007,Semi-Skilled
19387,Minority,Women,2015,Semi-Skilled
25066,White,Women,2007,Semi-Skilled
34054,Minority,Men,2007,Unskilled
74172,White,Men,2007,Unskilled
40309,Minority,Men,2007,Unskilled
4681,Minority,Women,2007,Skilled
9977,White,Men,2015,Skilled
39084,White,Women,2007,Semi-Skilled
4665,White,Men,2007,Skilled
5553,White,Men,2007,Skilled
43168,White,Women,2015,Semi-Skilled
8055,White,Women,2007,Skilled
65066,White,Women,2015,Semi-Skilled
79796,White,Men,2015,Unskilled
25441,White,Women,2007,Semi-Skilled
35546,White,Women,2007,Semi-Skilled
30717,Minority,Men,2015,Semi-Skilled
882,White,Men,2007,Skilled
71804,White,Women,2015,Unskilled
67965,White,Men,2007,Unskilled
11715,White,Men,2015,Skilled
73169,White,Men,2007,Unskilled
51061,White,Men,2007,Unskilled
20382,Minority,Women,2015,Semi-Skilled
10799,Minority,Men,2015,Semi-Skilled
48524,White,Men,2007,Unskilled
75704,White,Women,2007,Unskilled
5361,White,Men,2007,Skilled
71702,White,Women,2015,Unskilled
40384,Minority,Men,2007,Unskilled
63263,White,Men,2015,Semi-Skilled
71419,White,Women,2015,Unskilled
30931,Minority,Women,2015,Semi-Skilled
10950,Minority,Men,2015,Semi-Skilled
45996,Minority,Men,2015,Unskilled
54066,White,Men,2015,Unskilled
39414,Minority,Women,2015,Unskilled
12669,White,Women,2015,Skilled
33605,Minority,Men,2007,Unskilled
1225,White,Women,2007,Skilled
438,White,Men,2007,Skilled
82846,White,Women,2015,Unskilled
29835,White,Men,2015,Semi-Skilled
22150,Minority,Men,2007,Unskilled
34317,Minority,Men,2007,Unskilled
41455,White,Men,2015,Semi-Skilled
44669,White,Women,2015,Semi-Skilled
31648,Minority,Women,2015,Semi-Skilled
33674,White,Women,2015,Semi-Skilled
23459,White,Men,2007,Semi-Skilled
61774,White,Men,2015,Semi-Skilled
11874,White,Men,2015,Skilled
37251,Minority,Men,2015,Unskilled
67267,White,Men,2007,Unskilled
1722,White,Men,2015,Skilled
50525,White,Men,2007,Unskilled
17696,Minority,Men,2015,Semi-Skilled
5704,White,Men,2007,Skilled
36319,White,Women,2007,Semi-Skilled
35861,White,Women,2007,Semi-Skilled
57437,White,Men,2007,Semi-Skilled
14429,Minority,Women,2007,Semi-Skilled
52937,White,Men,2015,Unskilled
36071,White,Women,2007,Semi-Skilled
39321,Minority,Women,2015,Unskilled
12291,Minority,Women,2015,Semi-Skilled
68764,White,Women,2007,Unskilled
41881,Minority,Men,2007,Unskilled
79364,White,Men,2015,Unskilled
10189,Minority,Men,2015,Semi-Skilled
78690,White,Men,2015,Unskilled
20984,Minority,Women,2015,Semi-Skilled
35753,White,Women,2007,Semi-Skilled
29183,White,Men,2015,Semi-Skilled
9000,Minority,Women,2007,Semi-Skilled
57276,White,Men,2007,Semi-Skilled
69793,White,Men,2015,Unskilled
44142,Minority,Women,2007,Unskilled
1151,White,Women,2007,Skilled
23859,Minority,Men,2015,Unskilled
54006,White,Men,2015,Unskilled
38482,Minority,Women,2015,Unskilled
26432,Minority,Men,2007,Semi-Skilled
50606,Minority,Women,2015,Unskilled
38872,Minority,Women,2015,Unskilled
56704,White,Men,2007,Semi-Skilled
49948,White,Men,2007,Unskilled
28804,Minority,Men,2015,Semi-Skilled
31375,Minority,Women,2015,Semi-Skilled
82081,White,Women,2015,Unskilled
11078,Minority,Men,2015,Semi-Skilled
22725,White,Men,2007,Semi-Skilled
31720,Minority,Women,2015,Semi-Skilled
79267,White,Men,2015,Unskilled
25855,White,Women,2007,Semi-Skilled
8531,Minority,Women,2007,Semi-Skilled
46462,White,Women,2015,Semi-Skilled
74122,White,Men,2007,Unskilled
39218,White,Women,2007,Semi-Skilled
3854,Minority,Men,2007,Skilled
76390,White,Women,2007,Unskilled
